hnit infinitive
qri7s empiricist
mra7p microscopy
vwi7t swallowtail
hr6_s thrombosis
gri_s gastritis
hji7s landowning
nl6m neologisms
kro_k polychromatic
sya7p rabbet
dwom undiplomatic
txu_p cheekbone
gy6n glycogen
gri_k maggoty
hwu7p quintuple
vwaf savoir_faire
cro_t short_cuts
sre7m syncretism
kya_s accedes
hd67k dipsomaniac
qyok mid_august
hmo_p mid_october
pyi_k pokey
sro7m strontium
htu_p utopia
nlu_n nitroglycerine
zwis deterrence
xlum hypochlorite
cla7c kill_joy
kca_k toyshop
vl6t adulthood
djuk coeducation
ry6s cretinism
gle7t draggle_tailed
mwi_k mnemonics
kxe_s sextet
kwa_s squamous
vla7k white_collar
rwe_n four_dimensional
dzip mid_april
hlo_s oligocene
hnu_s you_uns
kye7n accrediting
kr6_t caryatid
kca7m crematorium
hya_f one_way
hw6m weston_super_mare
nwuc nubile
pfa_k prophylaxis
psa_c proselytize
qwa7t rat_tat_tat
txi7p tin_plate
pca_c apple_cheeked
bzun bluestocking
kyo_n ketone
kca_s acclimatize
vla7t anti_war
kri_f cartography
dri7c indiscrimination
lyu_t lamppost
zlop toll_bar
cwa7t abattoir
zla_n callsign
pce_n prewar
vluk volte_face
cru7n assurer
bluf bulletproof
lya7m fledge
hn67k uneconomic
hda7f emboss
fref frankfurters
pl6c panache
dri_c redirected
pxe_t repaint
swa_k semi_weekly
pwa_n upholster
zri_k zircon
dves n10_20
mwa7k amniotic
cli7k cyrillic
dro7n discolouration
hko_c kosher
hr6f letter_perfect
hwi_f lifer
mya7f mayan
hqi7f orthographic
fyi_n payday
sya_k sphagnum
tse_m stepsister
sri_f survivorship
rwuf werewolves
bwi_t barratry
ksu7k casuistic
kya7k hand_work
hji_s jinx
mla_s masseur
nle7s meniscus
tfi_s metathesis
gvuc overshoe
hpo7m _oma
hdu7s drool
mru_t numismatist
tci_p triturate
vluc viticulture
hs6_s anastomosis
br6_t borate
hva_k defecate
fro7n formalin
tyi_m intramural
hmo_m mesoderm
kro7k north_northeast
rwi_k rutile
tfe_n transferee
bva7t zebadiah
hg6k god_child
nli_c neurologist
pwi_t pre_adamite
tla_m thallium
pfe_t typesetter
kwu7k akkub
hko_f cavort
dyem dyed_in_the_wool
gzek epizootic
hru7c eructation
hf67s francs_tireurs
fwa7n prepayment
bzif urbanization
tfi7k vitrification
rwa_s archivist
hba_f bypass
kye_n comedienne
dxe7t dodecahedron
sli7f epistemology
hga_m glabrous
kwum hookworm
hja7s lactose
hme7f menthol
pcef peachtree
nl67n tintinnabulation
jr6t gyratory
my6p mid_december
nyu7n nono
twa_c outlier
xra_f rarefy
cli_s silage
bwo7n bronchus
gxo7n frostbite
tcu7s integers
kla7p kabbalah
kfa_k subfamily
fyep fissile
hgi7f griffon
mya_s magnesite
jli7n misogyny
lwe_n redwing
hza_k swastika
tce_s achinese
byum boomer
bz6n carbonization
kwi7k carboxyl
tla_f intercalate
zla_t philanderer
cre_n quadrennial
djaf two_way
hxa_m warehouseman
gwip wicket_keeper
mya7c aymara
tle_k bedbug
hsu_c cpu
fro7s faroese
xri7p thrips
gri7k allergic
hqo7k anglo_catholic
by6n big_endian
bxa7k bract
kxi_p crisps
vrof euros
hje_t lactate
lwuc loup_garou
ryo7s orientalism
slo_n postprandial
hz6k seismograph
jlof sol_fa
ksi_m taximeter
kx67t akkadian
ryi_c cordate
hfa_m cremate
flo_n defloration
hde_k dentifrice
dxi7c dihedral
kre_k electroscope
psi_p episcopalian
xwo7n hosted
pxa7c rehash
sya_s sandbox
hqa_s abscissa
lyi7c alkyl
kci_s cliches
cwi7n cygnet
xru_t electrocute
xro_t excoriate
zyut hoodie
mya_c mid_march
jlec penology
hre7p pretzel
kru7k quadruplicate
pci_s sepsis
hwa_p wahhabis
ly6m _ium
xwom all_weather
hva7p alveolar
kfi7m conformist
syi_s hexadecimal
mra_m marmoreal
tfi7f rectifier
kca7f sure_fire
nlu_t undermentioned
nr67n counter_tenor
vya7t five_hundredth
pxa_k hail_fellow
txe7s heterozygous
xyo7t hoity_toity
myof misinform
cre_t variola
dxi7s _ist
hye7k abit
hvi7k aquatics
bzi7t bisexuality
byo7n bunion
txe7k catch_as_catch_can
kfi7s circuit_rider
vwun computational
nyi_k leningrad
lyi7f lily_livered
ly6s lionize
xyec long_since
kc6p octal
sli_f pan_slavism
cyi_p shiite
sre_s stone_age
qwok angolan
hgo7m glaucoma
hxi_f hee_haw
hxu7s heuristic
dzi_n ionisation
jya_t jihad
nro7p necropsy
pxa_s panties
rye_n ribbing
myi7k semantics
pse_p asepsis
bla7c bandoleer
bjok bigwig
hcu7c choo_choo
lwo7n laotian
mra_c matriarch
fyo7s non_fiction
dji_n predestine
hr67s raster
psa_m space_time
syu_t sundae
tre7c tetralogy
cye7t _ster
bya7s abbasid
fro7t arthropod
qri_s cirrhosis
tyu_t eutectic
dxa_k idiopathic
nr6_n instrumentally
hle_c l_shaped
pri7p pitter_patter
pcu7t provocateur
bji7t subarctic
gyom agronomy
mru7k amharic
xla_c battle_royal
pra_c disenfranchised
grup grouper
xl6p harelip
xro7s hydroxy
jyi_t last_minute
hle7f lecithin
cle7t little_endian
vlu7n ovulation
pwa_k panicked
rwi_f recursive
clo_t snot
nlo7s tonsillitis
kyu7n comminution
fyum fescue
jles journalese
xli7c jubilate
bre7k lawbreaking
nl6_n nylon
sye_k semiotic
tce7m tracheotomy
lyom voltmeter
hro_f chromosphere
kfe7t confabulate
gyo7t copper_bottomed
xwa7s cyanosis
hge7n fly_by_night
mro_s haemorrhoids
slo_k oxychloride
fyof phosphide
vre7t tetrahedral
vle7n vaseline
kr67n accordions
hgu_t argus_eyed
blu7p bull_pup
hce_k cheesecake
gxe_t co_ed
hjup cowpea
ksi7m cubism
tle_s externalization
rwi7p resistible
pfe_n semi_professional
hc67n snowman
tyi7p taipei
xlo7k air_cooled
nye_n anthropocentric
fli7k delict
tfi7m emphysema
hzi_s gnosis
hji_k junkie
hn6_k kinematics
dlu_t modulator
py6_t pandit
fra_p soapbox
zli_n xylene
bya7k back_biting
bvi_n beeline
bvi7n bicentennial
tce7c chechen
dlem endothelium
hf67n feminization
nru7s honduran
hje7n jejunum
kl6c necrology
gr6s ochlocracy
ryo_c orientate
fyop orthoepy
hqo_n photogenic
fla7k phthalic
lyo_t polyhedron
klo7p pre_columbian
rwe_t red_top
pse7p upstate
cwi_n zoning
kf6s _cracy
fwe7n ethane
mr6c maharaja
gzi_n mechanization
nlo7k non_alcoholic
flo7k ophthalmoscope
tci7p sister_wife
tyi_p tipper
tw6_n trampoline
tsu_s trypsin
nlo7c anabolic
tya_m becalm
glo7k glagolitic
hxo7p handball
xri7f hydrophone
fra_s oestrus
hpu7c pigeon_toed
pwo7p propane
kya7m rename
sro7c serbo_croatian
cra_s stardust
dra7c undercarriage
glu7t ungulate
zlif xylophone
psu_s _plasty
syi_f cedilla
klu_n collude
dyo7t iodized
mya_k manic
mlo7m myeloma
hno_c nanotechnology
hn67p onomatopoeic
hpi_f patricide
nyi7c re_introduce
kra_m scram
hcu7n shinbone
tfa7c stepchild
hve7k stocktaking
kfe7s tax_free
gra7m togarmah
kwe_t circuitry
qwa7n hand_me_down
xyu7t howdy_do
glem megalomaniac
mla7c mottle
pr6_t pericardial
hvum subsume
cri7c _archy
sle_s n10_4
jyun acute_angled
sra7f calligrapher
kfi_k detoxification
hyu7k eureka
dyo7n indo_iranian
pfi7s platypus
tx67t tic_tac
tfu_t tight_fisted
ryi7c trilingual
hwo7f wolof
nre_s anorexia
bx6k bosnia_herzegovina
lyo7n clonic
tre_c containerization
gxi7k glycol
gvos granivorous
gxi7s gynecologist
tle7k italicize
hci_m life_threatening
mlo7n methylene
pco_n micturition
ry67t riyadh
tlo7p tarot
fyi_t time_sharing
hwe_k wineskin
vya_n year_round
qlif airlift
vwek avant_courier
dra7s diaeresis
hno_m endoderm
gra7s glassy_eyed
fli_c lithology
mro7s microprocessor
jli_n mind_boggling
xli_p misspell
qyes phlebitis
ryu7t ural_altaic
qyoc airmail
mro7c amenorrhea
bla_p bolt_rope
kxo7k grab_bag
dri_p hydrophobic
mw6t machinate
pse_k peristalsis
hco7p push_button
djo7t seductress
sra_f self_reference
tco_s trichinosis
xre7s about_face
kso_k aerostatics
kxo7n codeine
dra_m darkroom
dx6m decimeter
dr6m disinformation
hje7k eec
hf67t fulminant
gla7c graphology
xyi7k hydrodynamics
lwem leukemia
lya_m malayalam
tyu_k obtuse_angled
pru7s purebred
twi_k tachycardia
bli_c abscission
zra_t accreted
vya_t avestan
bra_m backroom
ps67t compensator
pwem epididymis
fli_f facultative
gle7n gimlet_eyed
hqa_c god_forsaken
dvi_n hedonic
xr67n heterodyne
mwi7k left_wing
vlam linesman
xr6c maharashtra
cya7k nightlight
zli7k noetic
pwum palindrome
pru7k pruritus
ryu7m ruthenium
cro7n subtrahend
tya_p tin_opener
sla_f acidify
hd6_n adrenaline
qrop agoraphobia
myo7s amortize
tfo7n anticyclone
byup bigfoot
gzut cock_a_doodle_doo
fra7m counterclaim
dla7c devalue
xwem erythema
hco7f escrow
gra_k garrotte
pf6s hyperinflation
pli7s implausible
tso7c lawnmower
nyu_n neurone
sya_m off_season
hre_p predecease
psu7k reproducible
rwo_n romansh
blu7t bulldozer
tfu_n bullfighting
hdo7c claudication
gvok concavo_convex
twa_m creationism
gre7n detrain
dxa7s dowsing
pxi_k epistaxis
tlo_c ethology
kxu_t face_ache
hxe7p flag_bearer
ps6p immiscible
hro_p laryngoscope
zl6s razzle_dazzle
tre_p self_portrait
tca_f stonewall
dxo_t two_stroke
qwes wee_wee
bvi7t abnegate
xwi_t aerate
pxa_p after_clap
lya_c all_star
tfa7m altimeter
bjes breadbasket
pso7k catch_all
lwom clinometer
ple_c depilation
tye7s e_commerce
hfe7c franc_tireur
hx6f hagiography
hze7n hexane
lyi_s isolationism
lye7m pluviometer
pyi7p presbyopia
clup shoelace
twi7p t_square
tf6f thiophene
tc67t tom_tit
bxe_t wormhole
pfi_k aliphatic
cli7c allyl
gva7t archived
fwa_n asthenia
hbe7p centuple
txo7p collectible
mwe_t em_dash
fy6s folksy
gwif glyphs
gxi_k gris_gris
hxu7c hull_down
nya7c incommunicado
mlo_s maltose
pli7c paraplegia
hfi_c phage
dlo_n quadrillion
ryi_m racemic
hr67p rapper
fr67t referent
tso7m religionism
gxu7n shogunate
hc67t sindhi
sro_m synonymy
zyip zombie
jwis _ize
hza_s acidosis
tsi7f antacid
jwa7t antibodies
blu7n boolean
bzuc brutalization
kxo_k coca_cola
mri_c computerization
gwi7k golliwog
jro7t ido
mlo_k molly_guard
tfo_n nitrogen_fixing
kcu7t open_ended
fwip photophobia
plo7s polio
syo_s psoriasis
bwum rubidium
sru_k superpowers
vruk supersonic
gxem atm
kla_p back_to_back
sye7s bestseller
kya_k black_market
bli7p boilerplate
byem breadcrumb
swi_s cystitis
xye_n heptagon
zr6n isoprene
txi7f latinize
txe7p lay_in
kyi_p lickety_split
qri7k logrolling
txu_s outsize
vrop overdrive
pfep preemptive
pso_k preschool
fwok semi_automatic
tfa_c stagflation
two7s togolese
tl6_t tweedle_dee
hy6_n urogenital
gra7p weighbridge
bxa7m whitehorse
tli7f acetaldehyde
dzok drydock
mla_f flesh_fly
hlo_p flip_flop
gla7s gallstone
dya7p half_uncle
xye_k hermeneutics
hxu7m humic
nyof internationalization
qre7n keratin
mla_p malinger
zwas narcosis
pwe_n paramagnetic
gwus phagocytosis
pci_p pie_faced
lwo7s solipsism
qro7t star_crossed
txo_s sunspot
tfe7s telephonist
twu7k tubule
hwe7k welter_weight
hye_s yessir
hzuf zooming
bxi7s abkhazia
syu7t acceptors
kyef concessionary
qra7k cracker_jack
xya_c hajj
pfi_s hypophysis
hte7f leitmotif
bva_t love_struck
tw6k midweek
twu_n multi_tasking
kli_c mycology
xyem non_member
hwo7p oligopoly
kse_m orchestrate
kwo_t oxtail
pfoc profiling
kle7c recrystallization
kx67n spaceman
mye_t time_tested
kfu7n workaround
zlok xylography
kf6k acromegaly
hfi_m amphetamine
gvo7t co_opt
zri7n cock_robin
bre_k cybernetic
dza_n dysuria
qyuk equiangular
hnu7m fundamentalism
nl67t indole
sl6_n instillation
gyem magnetometer
dye7n midbrain
mle_c nameplate
hyi_p nightclub
kwo_n octane
fle_n one_liner
pwe7n shovel_nosed
hco7c shush
hga_p timekeeping
bji_t tipster
tfi7p tutti_frutti
dya_k two_bagger
cli_c typology
ksa_p workload
bru_n bilirubin
dzek decagon
dle_k dendrology
dl67t diploid
dwo7n dopamine
hke7c examination_in_chief
gyi7s glycine
dre7s hydrazine
pfo_n insufflation
zrom isomorphism
vro7n ivorian
xya_k khanate
ks6_t lactone
bvek levigate
hme_f metadata
tl67t middle_earth
kxu7k peg_leg
hpa_f saponify
xl67n tallinn
nre_k technocracy
jyek thermonuclear
tro7f tow_colored
ksa_c transoceanic
dwa_t two_four
hyu7p wildebeest
jya_n yin_yang
by6t _ide
bxo_t abortionist
jyi7t acetyl
dj6t adiabatic
jyut all_purpose
ble_t bakelite
hbe7k briquette
byuc butyl
dla7p deckle_edged
mwoc dermatologist
dw6t door_to_door
ryuf europeanization
kle7s exclusivism
lwu_n hallucinogenic
hpo_c herpetology
dle_t hole_in_the_wall
kfu7t kathmandu
txu_k knee_jerk
kru_k lauric
myo_t man_o_war
mla7m marshallese
mwi_s medially
mla_m miaow
mro_k micron
mwe_n nymphomania
kfa_f quantifier
hye_k redeye
vri_n self_deprecating
tye7k stacker
swa7c swatch
hwu7c tone_deaf
tl6f trivalent
ksi7f tuxedo
ht67m tweedle_dum
vwis viscose
hne_p xenophobic
xru_n aaronic
lwe7t all_comers
tfo7k astrophysics
ps6_n back_formation
bvof biconvex
kye7p crybaby
twe7k ectopic
nyi7p girl_boy
kxu7n hard_nosed
dri_m hydrothermal
nle7k linoleic
lw6s long_windedness
pca_s parachutist
pyi_p prototypical
dja7k redact
nyu_t sinusitis
pwo7t splotchy
hbo_k subduction
nwi_s undies
slo_p all_elbows
nw6s anthroposophy
hco_k asymptotic
pca_p back_cloth
bwi7k biophysics
nye_k centigram
dzec denature
gzaf gasify
hj6s gigantism
xri_c hairline
xwec half_title
xro_k hyperactive
nro_m interferometer
hq6s jingoistic
blom lobotomy
hlu_p loupe
kso_p macroscopic
mli_k mesolithic
mr67t myocardium
xr6m omnifarious
tle7c outpatient
pli7f paver
pcuf pay_as_you_go
kwi_k quickie
nli_p re_laid
clo7s scoliosis
swu7t souped_up
tre7p strobe
tya7f teethe
hb67p _ible
hno_f _naphthol
bz6s _ose
dz6n n2000s
ry6k aerodynamic
fre_s anti_federalist
nwa_s antitoxic
bwa_n bi_annual
kl6m catabolism
sle7k coeliac
kl6_t cyclotron
gxo_n deep_dish
dya7m diatom
dla7m diphenylamine
hgi7m ergonomics
gxep greenpeace
xwa7k hanukkah
hpe_c hypotension
nli_f intracellular
hto_c intransigence
zrop isotropic
hyo_s non_ferrous
pfa7s non_proliferation
kwem one_to_one
ple7s pertussis
pyi7f pie_eyed
hpe7f prettify
hr67m rearm
zlam soulmate
pso_p spaceport
sre7f straightedge
tx6_t ticket_holder
hto7f walkover
kwef x_rated
dvoc all_overish
nla7f anaphylaxis
bja7k batik
byop biopsy
bzi_t bootee
cla_s colitis
kso7c costed
dla_s debt_laden
dri7m dichromatic
kre_c extroversion
pfo7t flamethrower
hxe_m heme
xyi_p hippies
xwup hooper
swa_m islamist
syi7m mastitis
hne7f niece_in_law
hfo7k orthopedics
tl67k otology
fro_n pathogenesis
pye_n pentane
fra7c retread
cwa7n shavian
sre_k sir_reverence
swu7n snakebite
gwek square_rigger
nri7f transgressive
hve7s varicella
nya_c ante_nicene
nya7m anti_hero
byo7t biometry
lya7p blue_collar
kfe_t campsite
glep cow_tree
dl6s depolarization
hr67k earwax
cye_t econometrics
ks6c encapsulation
qyek erotica
swi7c esophageal
gja7t galactose
dwa_k god_king
mlo7c immunology
hne_f kinesthetic
tco_k labor_intensive
swa7p minesweeper
mli_p multi_billion
sya_c ossetia
pwof placeholder
rwe7k rework
sy6m satanism
kyi_s sexism
qle7n sideburns
syi7c socioeconomic
tse7f timesaving
kxe_k workaholic
hlo7f yellowknife
dyo_n mid_january
ni infinitive
na nominative_case
ka accusative_case
ta topic_case
ca hello
kcah hungry
ti genitive_case
ci adjective
wa and
mi me
sa you
nyah us
ya it
ma destination_case
yi dative_case
li realis_mood
tu deontic_mood
cu conditional_mood
si epistemic_mood
yu instrumental_case
nu interior_context
pa person_context
tyah independent_clause
la dependent_clause
fa perfective_aspect
ki past_tense
pi masculine_gender
mwah comitative_case
ra present_tense
pwah benefactive_case
swih essive_case
no negatory_quantifier
po surface_context
da adpositional_case
te location_case
to space_context
ne way_case
ri interrogative_mood
nwah and_or
ku exclusive_or
syuh source_case
pwih ablative_case
ksah proximity
tsah demonstrative
ko clause_tail
pyah but
wi universal_quantifier
ji feminine_gender
pu plural_number
bi future_tense
so social_context
me imperfective_aspect
klah there
twah elative_case
twih illative_case
di directive_mood
tlah elective_quantifier
kyah what
tcah question_word
cyah copula
psah person
clah other
do number
tlih assertive_quantifier
se time_context
myah temporal_case
tyuh only
tcih hortative_mood
tyih retrospective_aspect
lo volitive_mood
cwah after
nlah alienable_possession
nlih inalienable_possession
cyih deliberative_mood
lwah perlative_case
pfih progressive_aspect
tsih here
ce under_context
pcah also
lwih delative_case
swah semelfactive_aspect
slah world
nyih neo
fu focus
plah love
pluh paucal_number
kyih because
ksih causal_case
gi name
tfah proper_noun
crih visible_evidential
kceh better
dwih desiderative_mood
co word
ga until
tweh terminative_case
nwih inessive_case
pcih imperative_mood
crah believe
ro state_context
cwih hope
kwih factive_evidential
fi return
prih letter
psih optative_mood
tseh potential_mood
lweh allative_case
nrih anthropic_gender
tceh same_subject_marker
re different_subject
croh fear
mrah understand
cyuh doubt
twuh dubitative_mood
myih beautiful
lyih interest
flah counterfactual_conditional
we vialis_case
clih cold
pyih peace
su except
kwah desire
le length
ba probability
mlah trouble
syah smile
slih sleep
zi quoted
twoh quotative_case
mo inclusive_person
kcih please
rwih precative_mood
mrih polite_register
rwah prospective_aspect
cyeh wonder
go gnomic_aspect
tsoh respect
za inchoative_aspect
jwih jussive_mood
mwih permissive_mood
sloh success
plih private
de distributive_case
tcoh pain
ryah laugh
mlih wise
ye possessive_marker
ke commissive_mood
creh vain
mweh completive_aspect
nrah warm
nroh anger
bwah spite
trah pride
mroh moral
srah health
syih social
ja cessative_aspect
krih curious
tfih intensifier
fe finally
prah aside
trih evidential
dwah evidential_case
srih sad
zo zoic_gender
nweh eventive_mood
cwoh same_event_marker
tloh multiplicative_case
jwah desired
kcoh tired
drah satisfied
pe speculative_mood
frih familiar_register
frah wounded
mruh fool
djih sympathy
krah thank
cruh shame
fyah phrase_marker
pi_ preordained
kruh bitter
tyeh text
kreh cruel
tleh hesternal_tense
kfah sacrifice
dyih hate
cloh rational_gender
nloh enjoy
zrah despair
sleh vegetal_gender
nruh innocent
drih admiration
sroh pardon
nreh eternal
brih base
kluh confusion
bwih benedictive_mood
klih guilty
grih ignorant
nyeh initiative_case
nleh humble
dlih delayed_imperative
proh reported_evidential
mloh melancholy
du singular
jrih patience
freh referential
kloh lonely
kroh charm
tcuh enthusiasm
kcuh inductive_mood
yo discourse_context
wo vocative_case
gwah nervous
pseh aspect
ge agent
mu admonitive_mood
byah ambition
pcoh crowded
treh direct_evidential
pceh apprehensive_mood
cwuh shock
cleh recent_past_tense
dlah definite_article
cluh ugly
myuh humour
dyah distal_demonstrative
rwuh jealous
troh imprecative_mood
dzih indifference
swuh assumptive_mood
bzah jest
gwih namely
dloh hodiernal_tense
dweh delimitative_aspect
kweh exclusive_person
truh temperature
tfeh telic_aspect
lyeh atelic_aspect
ryih prohibitive_mood
kfih childish
cyoh suspicious
nluh loyalty
cweh trap
nwoh animated
ryoh rational
sruh thrill
ksoh sexual
lyah lazy
mreh momentane_aspect
kyeh regretted
bjih former_deceased
pcuh uncertainty
be habitual_aspect
blih bounded
tsuh trivial
fwih majestic
grah flattering
brah arbitrary
bleh benevolent
sreh formal_register
pfah beneficial
droh auditory_evidential
flih inferential_evidential
sweh sublative_case
kseh declarative_mood
pleh privileged
psoh invincible
bo verbal
mwoh reverie
kleh wretchedness
glah greed
ru affirmative_mood
druh dissatisfaction
dyoh ideophone
syoh awed
zwih exessive_case
zlih irrealis_mood
xrah shyness
byih adaptation
qa pronoun_marker
txih frugal
kxah ecstatic
txah equanimity
gvih pegative_case
pxih vindication
vrah expiring
tse7h henceforward
kxih contrition
pyoh prosecutive_case
qyah preoccupation
r6 participle
dxah remote_past_tense
xi historic_tense
dluh dual_number
sluh super
vweh overworked
n6 sensory_evidential_mood
bweh obsession
xrih hilarious
txoh twinge
tluh self_satisfied
tyoh motion_uphill
xe retrospective
pxah entrap
vwah motion_downhill
xlih elite
fleh inflected
psuh superessive_case
syeh satyr
qi transitive
xruh cower
zwah wow
tr6h motion_upriver
qwah unambitious
t6 intransitive
xlah anticlimax
xa current_relevance_marker
kxoh dog_tired
rwoh ordinal
ve vector
kyoh kilo
swoh sequential
s6 exponential
pxeh partitive_case
txeh augmentative
dxih predicative
pxoh prolative_case
xroh coworker
nyoh actor_role
ks6h causative
xyah wear_out
rweh oblique_case
pc6h trial_number
greh centric_case
lu goal_trigger
dxoh middle_voice
xwah patient_case
xo prehodiernal
ro7 pro_sentence
vrih binary_value
blah blase
gveh ergative_case
lwoh locative_case
qlah star_gender
ml6h multal_number
gjih galaxy_gender
gjeh else_if
vi verb_affix
ts6h trans_numeral
fyih non_human
bvih abessive_case
dvih adessive_case
dveh agentive_case
l6 agent_trigger
gxih common_gender
tfoh citation_form
ryeh direct_object
jyih passive_voice
je finite_verb
pfeh empathetic_joy
myoh gnomic_mood
qlih mineral_gender
xleh vehicle_gender
zrih final_particle
xyih primary_object
dvah lative_case
vwih evitative_case
mleh animate_gender
dxeh possessed_case
tsa7h antessive_case
dyeh adverbial_case
bveh subessive_case
dreh second_language
fyoh reflexive_voice
xreh patient_trigger
va verbal_noun
jlih transitive_verb
sl6h crastinal_tense
fo different_event
qrah change_of_event
kfeh past_perfective
bxih universe_gender
zreh exocentric_case
bu absolutive_case
glih locality_gender
txuh research_gender
tc6h artistic_gender
sr6h abstract_gender
jo impersonal_verb
xwih collective_noun
fwah self_confidence
gyih indirect_speech
vlih superlative_case
qrih planetary_gender
p6 propositive_mood
kwoh associative_case
dleh modal_case
jrah electric_current
vyih reciprocal_voice
gxeh inanimate_gender
kfoh core_benefactive
lyuh successive_clause
lyoh applicative_voice
gleh soon_future_tense
ps6h antipassive_voice
tfuh superlative_degree
qyih single_action_verb
kwuh excessive_duration
ci7 luminous_intensity
ti_ continutive_aspect
gluh singulative_number
ne_ necessitative_mood
pri_h passive_participle
sy6h existential_clause
djah present_participle
preh epenthetic_morpheme
ti7 connective_particle
tli7h remote_future_tense
ma7 amount_of_substance
si_ postpositional_case
y6 allocutive_agreement
kxeh to_case
bvah distributive_pronoun
k6 frequentative_aspect
tu7 floating_point_number
ki7 past_passive_participle
ta_ locative_directional_case
ni_ nth_power
di7 dis_
d6 de_
ko7 com_
myi7h im_
dzoh _oid
ke7 en_
pe7 per_
fr6h _ferous
fi7 _fy
gu _um
gyah _graphy
xe7 em_
ke_ _er
bi7 _ing
gxah grand_
ze _z
no7 ob_
mi7 e_
li7 _ly
wi7 _ic
so7 _oma
w6 _ium
ksi7h _ist
se_ _ster
ri7 _cracy
psi_h _plasty
ta7 _archy
tsi7h _ize
yi7 _ide
b6 _ible
na7 _naphthol
bzoh _ose
